Stabilizing video number: 0 with name: Crowd/0.avi
Exaggerated transform parameters in frame 57, X: 47, Y: -1, S: 1, R: 3.1e-10
Exaggerated transform parameters in frame 331, X: -41, Y: -35, S: 1, R: 0.019
Exaggerated transform parameters in frame 338, X: -7, Y: -32, S: 1, R: -1.8e-06
Exaggerated transform parameters in frame 339, X: -0.096, Y: -32, S: 1, R: -0.00017
Exaggerated transform parameters in frame 340, X: 6, Y: -32, S: 1, R: -3.4e-08
Exaggerated transform parameters in frame 341, X: 10, Y: -32, S: 1, R: 8.4e-08
Exaggerated transform parameters in frame 342, X: 12, Y: -31, S: 1, R: 5.1e-06
Exaggerated transform parameters in frame 343, X: 13, Y: -31, S: 1, R: -3.3e-09
Exaggerated transform parameters in frame 397, X: 2.4, Y: 4, S: 0.96, R: 0.05
Exaggerated transform parameters in frame 398, X: 0.38, Y: -2.7, S: 0.95, R: 0.051
Exaggerated transform parameters in frame 399, X: -0.47, Y: -7.3, S: 0.95, R: 0.05
Exaggerated transform parameters in frame 435, X: 46, Y: 2, S: 1, R: 2.8e-09
Exaggerated transform parameters in frame 436, X: 47, Y: 2, S: 1, R: 3.3e-10
Exaggerated transform parameters in frame 437, X: 47, Y: 3, S: 1, R: 3.1e-08
Exaggerated transform parameters in frame 438, X: 46, Y: 4, S: 1, R: 6e-08
Exaggerated transform parameters in frame 439, X: 45, Y: 5, S: 1, R: -8.9e-08
Exaggerated transform parameters in frame 440, X: 45, Y: 5, S: 1, R: -8.9e-08
Exaggerated transform parameters in frame 523, X: -47, Y: -25, S: 1, R: 0.0067
Exaggerated transform parameters in frame 524, X: -49, Y: -23, S: 1, R: 0.008
Exaggerated transform parameters in frame 525, X: -47, Y: -19, S: 1, R: 0.011
Exaggerated transform parameters in frame 526, X: -47, Y: -14, S: 0.99, R: 0.0085
Exaggerated transform parameters in frame 527, X: -48, Y: -9.9, S: 0.99, R: 0.0028
Exaggerated transform parameters in frame 528, X: -46, Y: -6.9, S: 0.98, R: -0.00018
Exaggerated transform parameters in frame 529, X: -47, Y: -5.6, S: 0.99, R: -0.0025
Exaggerated transform parameters in frame 706, X: -47, Y: -14, S: 1, R: 9.6e-08
Exaggerated transform parameters in frame 707, X: -47, Y: -16, S: 1, R: 0.0064
Exaggerated transform parameters in frame 708, X: -46, Y: -15, S: 0.99, R: -0.00073
Exaggerated transform parameters in frame 709, X: -51, Y: -20, S: 1, R: 5.6e-09
Exaggerated transform parameters in frame 710, X: -48, Y: -23, S: 1, R: 3.4e-07
Exaggerated transform parameters in frame 711, X: -48, Y: -26, S: 1, R: 6.4e-08
Exaggerated transform parameters in frame 712, X: -46, Y: -27, S: 1, R: 2.7e-07
Exaggerated transform parameters in frame 714, X: -47, Y: -25, S: 1, R: 0.006
Exaggerated transform parameters in frame 716, X: -47, Y: -12, S: 1, R: 4.7e-08
Exaggerated transform parameters in frame 717, X: -46, Y: -5.1, S: 1, R: 0.00025
Exaggerated transform parameters in frame 718, X: -45, Y: 2, S: 1, R: 2.3e-09
Exaggerated transform parameters in frame 719, X: -47, Y: 6.8, S: 1, R: 0.0032
Exaggerated transform parameters in frame 721, X: -49, Y: 12, S: 1, R: -0.0059
Exaggerated transform parameters in frame 722, X: -47, Y: 13, S: 1, R: -0.011
Exaggerated transform parameters in frame 725, X: -46, Y: 17, S: 1, R: -0.027
Exaggerated transform parameters in frame 773, X: 49, Y: -12, S: 0.94, R: 0.037
Exaggerated transform parameters in frame 774, X: 55, Y: -13, S: 0.93, R: 0.042
Exaggerated transform parameters in frame 775, X: 53, Y: -12, S: 0.92, R: 0.043
Exaggerated transform parameters in frame 776, X: 53, Y: -13, S: 0.91, R: 0.044
Exaggerated transform parameters in frame 777, X: 54, Y: -12, S: 0.89, R: 0.047
Exaggerated transform parameters in frame 778, X: 52, Y: -14, S: 0.9, R: 0.045
Exaggerated transform parameters in frame 779, X: 52, Y: -15, S: 0.9, R: 0.041
Exaggerated transform parameters in frame 780, X: 52, Y: -17, S: 0.9, R: 0.041
Exaggerated transform parameters in frame 781, X: 29, Y: -36, S: 0.96, R: 0.022
Exaggerated transform parameters in frame 796, X: 46, Y: -0.41, S: 0.93, R: -0.012
Exaggerated transform parameters in frame 801, X: 47, Y: -2.1, S: 0.97, R: 0.0025
Exaggerated transform parameters in frame 802, X: 48, Y: 5.1, S: 0.95, R: -0.0083
Exaggerated transform parameters in frame 803, X: 50, Y: 5.7, S: 0.95, R: -0.011
Exaggerated transform parameters in frame 804, X: 51, Y: 4.9, S: 0.94, R: -0.012
Exaggerated transform parameters in frame 805, X: 50, Y: 2.4, S: 0.94, R: -0.0073
Exaggerated transform parameters in frame 806, X: 52, Y: 1.8, S: 0.94, R: 0.001
Exaggerated transform parameters in frame 807, X: 51, Y: 9, S: 0.93, R: -0.0052
Exaggerated transform parameters in frame 808, X: 52, Y: 17, S: 0.92, R: -0.0096
Exaggerated transform parameters in frame 809, X: 52, Y: 23, S: 0.91, R: -0.013
Exaggerated transform parameters in frame 810, X: 52, Y: 28, S: 0.9, R: -0.013
Exaggerated transform parameters in frame 811, X: 50, Y: 31, S: 0.89, R: -0.0092
Exaggerated transform parameters in frame 812, X: 52, Y: 32, S: 0.89, R: -0.0029
Exaggerated transform parameters in frame 813, X: 52, Y: 31, S: 0.89, R: 0.0063
Exaggerated transform parameters in frame 814, X: 52, Y: 31, S: 0.9, R: 0.016
Exaggerated transform parameters in frame 815, X: 50, Y: 30, S: 0.9, R: 0.026
Exaggerated transform parameters in frame 827, X: 34, Y: 10, S: 0.96, R: 0.051
Exaggerated transform parameters in frame 828, X: 37, Y: 3.1, S: 0.97, R: 0.061
Exaggerated transform parameters in frame 829, X: 43, Y: -1.1, S: 0.96, R: 0.063
Exaggerated transform parameters in frame 830, X: 45, Y: -3, S: 0.96, R: 0.056
Exaggerated transform parameters in frame 831, X: 48, Y: -2.4, S: 0.95, R: 0.054
Exaggerated transform parameters in frame 832, X: 48, Y: -2.5, S: 0.94, R: 0.057
Exaggerated transform parameters in frame 833, X: 47, Y: -2.7, S: 0.93, R: 0.056
Exaggerated transform parameters in frame 834, X: 45, Y: -7.1, S: 0.94, R: 0.057
Exaggerated transform parameters in frame 835, X: 47, Y: -3.1, S: 0.93, R: 0.048
Exaggerated transform parameters in frame 836, X: 51, Y: 1.8, S: 0.92, R: 0.051
Exaggerated transform parameters in frame 837, X: 55, Y: 7.6, S: 0.9, R: 0.051
Exaggerated transform parameters in frame 838, X: 52, Y: 13, S: 0.89, R: 0.039
Invalid estimated transform error in frame 839
Exaggerated transform parameters in frame 848, X: -3.2, Y: -32, S: 1, R: -0.0016
Exaggerated transform parameters in frame 849, X: -8.5, Y: -31, S: 1, R: -0.0065
Exaggerated transform parameters in frame 851, X: -15, Y: -31, S: 0.99, R: -0.013
Exaggerated transform parameters in frame 852, X: -18, Y: -33, S: 0.99, R: -0.012
Exaggerated transform parameters in frame 853, X: -20, Y: -32, S: 0.99, R: -0.013
Exaggerated transform parameters in frame 854, X: -21, Y: -32, S: 0.99, R: -0.013
Exaggerated transform parameters in frame 855, X: -23, Y: -31, S: 0.99, R: -0.014
Exaggerated transform parameters in frame 864, X: 23, Y: -26, S: 0.88, R: 0.0097
Exaggerated transform parameters in frame 866, X: 11, Y: -32, S: 0.94, R: -0.034
Exaggerated transform parameters in frame 867, X: 19, Y: -33, S: 0.94, R: -0.022
Exaggerated transform parameters in frame 868, X: 24, Y: -31, S: 0.94, R: -0.011
Exaggerated transform parameters in frame 870, X: 25, Y: -31, S: 0.94, R: 0.0049
Exaggerated transform parameters in frame 871, X: 19, Y: -33, S: 0.94, R: 0.0087
Exaggerated transform parameters in frame 872, X: 15, Y: -31, S: 0.93, R: 0.01
Exaggerated transform parameters in frame 875, X: 2.5, Y: -40, S: 0.95, R: 0.046
Exaggerated transform parameters in frame 887, X: -36, Y: 3.7, S: 0.9, R: 0.039
Exaggerated transform parameters in frame 888, X: -35, Y: 16, S: 0.89, R: 0.014
Exaggerated transform parameters in frame 889, X: -32, Y: 20, S: 0.89, R: 0.0081
Exaggerated transform parameters in frame 891, X: -29, Y: 27, S: 0.89, R: -0.0033
Erroneous transform parameters in frame 892, X: -13, Y: 61, S: 0.86, R: -0.07
Exaggerated transform parameters in frame 895, X: -61, Y: 4.7, S: 0.98, R: -0.0044
Exaggerated transform parameters in frame 908, X: -13, Y: -2.5, S: 0.9, R: 0.0079
Exaggerated transform parameters in frame 909, X: -13, Y: 1.1, S: 0.89, R: 0.0047
Exaggerated transform parameters in frame 910, X: -14, Y: 3.5, S: 0.9, R: 0.00085
Exaggerated transform parameters in frame 911, X: -17, Y: 5.8, S: 0.9, R: -0.0063
Exaggerated transform parameters in frame 912, X: -18, Y: 7.6, S: 0.9, R: -0.013
Exaggerated transform parameters in frame 913, X: -17, Y: 8.5, S: 0.9, R: -0.015
Exaggerated transform parameters in frame 914, X: -15, Y: 11, S: 0.9, R: -0.017
Exaggerated transform parameters in frame 917, X: -19, Y: 21, S: 0.89, R: -0.032
Exaggerated transform parameters in frame 926, X: -8.1, Y: 8.8, S: 0.9, R: 0.024
Exaggerated transform parameters in frame 927, X: -2, Y: 11, S: 0.88, R: 0.021
Exaggerated transform parameters in frame 930, X: -53, Y: 5.4, S: 1, R: -0.0044
Exaggerated transform parameters in frame 944, X: 8.9, Y: 18, S: 0.9, R: -0.02
Exaggerated transform parameters in frame 945, X: 15, Y: 19, S: 0.88, R: -0.014
Exaggerated transform parameters in frame 946, X: 22, Y: 18, S: 0.88, R: -0.0056
Exaggerated transform parameters in frame 951, X: 8.9, Y: 12, S: 0.89, R: 0.016
Exaggerated transform parameters in frame 952, X: 10, Y: 19, S: 0.87, R: -0.0087
Exaggerated transform parameters in frame 953, X: 16, Y: 22, S: 0.88, R: -0.0099
Exaggerated transform parameters in frame 957, X: 15, Y: 9.4, S: 0.88, R: 0.0055
Exaggerated transform parameters in frame 958, X: 21, Y: 7.1, S: 0.88, R: 0.0071
Exaggerated transform parameters in frame 959, X: -3, Y: -24, S: 0.95, R: 0.057
Exaggerated transform parameters in frame 960, X: 4, Y: -29, S: 0.94, R: 0.055
Exaggerated transform parameters in frame 961, X: 11, Y: -32, S: 0.93, R: 0.054
Exaggerated transform parameters in frame 962, X: 14, Y: -31, S: 0.92, R: 0.048
Exaggerated transform parameters in frame 963, X: 24, Y: -29, S: 0.91, R: 0.054
Exaggerated transform parameters in frame 964, X: 30, Y: -30, S: 0.9, R: 0.055
Exaggerated transform parameters in frame 965, X: 38, Y: -33, S: 0.88, R: 0.053
Exaggerated transform parameters in frame 966, X: 35, Y: -33, S: 0.9, R: 0.041
Exaggerated transform parameters in frame 967, X: 33, Y: -31, S: 0.89, R: 0.034
Exaggerated transform parameters in frame 968, X: 31, Y: -32, S: 0.9, R: 0.033
Exaggerated transform parameters in frame 969, X: 32, Y: -29, S: 0.89, R: 0.038
Exaggerated transform parameters in frame 970, X: 31, Y: -22, S: 0.87, R: 0.019
Exaggerated transform parameters in frame 973, X: 32, Y: -9, S: 0.9, R: 0.0073
Exaggerated transform parameters in frame 974, X: 39, Y: -2.2, S: 0.88, R: 0.0064
Exaggerated transform parameters in frame 975, X: 42, Y: 3.7, S: 0.89, R: 0.0019
Exaggerated transform parameters in frame 976, X: 47, Y: 9.9, S: 0.89, R: 0.0036
Exaggerated transform parameters in frame 977, X: 48, Y: 15, S: 0.89, R: -0.003
Exaggerated transform parameters in frame 978, X: 50, Y: 18, S: 0.89, R: -0.00073
Exaggerated transform parameters in frame 979, X: 48, Y: 22, S: 0.9, R: -0.014
Exaggerated transform parameters in frame 980, X: 48, Y: 22, S: 0.91, R: -0.018
Exaggerated transform parameters in frame 981, X: 50, Y: 22, S: 0.9, R: -0.022
Exaggerated transform parameters in frame 982, X: 52, Y: 23, S: 0.89, R: -0.025
Exaggerated transform parameters in frame 983, X: 54, Y: 23, S: 0.89, R: -0.025
Exaggerated transform parameters in frame 984, X: 47, Y: 2.2, S: 0.98, R: -0.0055
Exaggerated transform parameters in frame 985, X: 55, Y: 1.1, S: 0.97, R: -0.0027
Exaggerated transform parameters in frame 986, X: 55, Y: -2, S: 0.96, R: 0.0088
Exaggerated transform parameters in frame 987, X: 47, Y: -2.7, S: 0.97, R: 0.0029
Exaggerated transform parameters in frame 988, X: 49, Y: -6.3, S: 0.97, R: 0.005
Exaggerated transform parameters in frame 989, X: 46, Y: -8.3, S: 0.97, R: -0.0039
Exaggerated transform parameters in frame 990, X: 49, Y: -13, S: 0.97, R: 0.00015
Exaggerated transform parameters in frame 991, X: 46, Y: -18, S: 0.98, R: 0.012
Exaggerated transform parameters in frame 992, X: 47, Y: -17, S: 0.97, R: 0.018
Exaggerated transform parameters in frame 1012, X: 46, Y: 8.8, S: 0.98, R: -0.037
Exaggerated transform parameters in frame 1013, X: 51, Y: 7.8, S: 0.98, R: -0.032
Exaggerated transform parameters in frame 1014, X: 50, Y: 5, S: 0.98, R: -0.024
Exaggerated transform parameters in frame 1015, X: 48, Y: 2.6, S: 0.98, R: -0.019
Exaggerated transform parameters in frame 1016, X: 46, Y: 0.016, S: 0.98, R: -0.015
Exaggerated transform parameters in frame 1017, X: 50, Y: 0.45, S: 0.97, R: -0.016
Exaggerated transform parameters in frame 1018, X: 50, Y: -4, S: 0.97, R: -0.011
Exaggerated transform parameters in frame 1019, X: 50, Y: -9.6, S: 0.97, R: -0.0071
Exaggerated transform parameters in frame 1020, X: 51, Y: -17, S: 0.98, R: 0.0025
Exaggerated transform parameters in frame 1021, X: 55, Y: -23, S: 0.98, R: 0.0089
Exaggerated transform parameters in frame 1022, X: 56, Y: -26, S: 0.98, R: 0.013
Exaggerated transform parameters in frame 1023, X: 54, Y: -29, S: 0.98, R: 0.022
Exaggerated transform parameters in frame 1024, X: 51, Y: -31, S: 0.97, R: 0.024
Exaggerated transform parameters in frame 1025, X: 51, Y: -33, S: 0.97, R: 0.038
Exaggerated transform parameters in frame 1026, X: 50, Y: -31, S: 0.96, R: 0.049
Exaggerated transform parameters in frame 1027, X: 48, Y: -27, S: 0.96, R: 0.052
Exaggerated transform parameters in frame 1028, X: 53, Y: -19, S: 0.95, R: 0.049
Exaggerated transform parameters in frame 1029, X: 51, Y: -10, S: 0.95, R: 0.046
Exaggerated transform parameters in frame 1030, X: 53, Y: 0.18, S: 0.94, R: 0.04
Exaggerated transform parameters in frame 1031, X: 48, Y: 5.6, S: 0.94, R: 0.028
Exaggerated transform parameters in frame 1032, X: 48, Y: 4.4, S: 0.93, R: 0.027
Exaggerated transform parameters in frame 1033, X: 50, Y: -1.8, S: 0.93, R: 0.037
Exaggerated transform parameters in frame 1034, X: 49, Y: -7.7, S: 0.93, R: 0.048
Exaggerated transform parameters in frame 1035, X: 51, Y: -2.6, S: 0.92, R: 0.021
Exaggerated transform parameters in frame 1036, X: 49, Y: 0.19, S: 0.93, R: 0.015
Exaggerated transform parameters in frame 1037, X: 51, Y: 4.6, S: 0.92, R: 0.015
Exaggerated transform parameters in frame 1038, X: 49, Y: 8.7, S: 0.92, R: 0.014
Exaggerated transform parameters in frame 1039, X: 51, Y: 14, S: 0.91, R: 0.0073
Exaggerated transform parameters in frame 1041, X: 46, Y: 20, S: 0.9, R: -0.0047
Exaggerated transform parameters in frame 1042, X: 45, Y: 21, S: 0.9, R: -0.0073
Exaggerated transform parameters in frame 1044, X: 45, Y: 28, S: 0.9, R: -0.04
Exaggerated transform parameters in frame 1045, X: 46, Y: 26, S: 0.9, R: -0.036
Exaggerated transform parameters in frame 1053, X: 47, Y: 6.2, S: 0.97, R: 0.033
Exaggerated transform parameters in frame 1054, X: 46, Y: 6.2, S: 0.96, R: 0.034
Exaggerated transform parameters in frame 1055, X: 46, Y: 4.4, S: 0.96, R: 0.036
Exaggerated transform parameters in frame 1056, X: 45, Y: 3.9, S: 0.95, R: 0.031
Exaggerated transform parameters in frame 1057, X: 45, Y: 3.5, S: 0.95, R: 0.022
Exaggerated transform parameters in frame 1058, X: 47, Y: 2.3, S: 0.95, R: 0.019
Exaggerated transform parameters in frame 1059, X: 46, Y: -1.1, S: 0.95, R: 0.022
Exaggerated transform parameters in frame 1060, X: 48, Y: -4.2, S: 0.95, R: 0.03
Exaggerated transform parameters in frame 1061, X: 47, Y: -5.8, S: 0.95, R: 0.035
Exaggerated transform parameters in frame 1066, X: 2.4, Y: 9.5, S: 1.1, R: -0.17
Exaggerated transform parameters in frame 1070, X: 33, Y: 26, S: 1.1, R: -0.054
Exaggerated transform parameters in frame 1071, X: 42, Y: 28, S: 1.1, R: -0.05
Exaggerated transform parameters in frame 1072, X: 50, Y: 25, S: 1, R: -0.042
Exaggerated transform parameters in frame 1073, X: 51, Y: 21, S: 1, R: -0.028
Exaggerated transform parameters in frame 1074, X: 51, Y: 21, S: 1, R: -0.02
Exaggerated transform parameters in frame 1075, X: 52, Y: 21, S: 1, R: -0.013
Exaggerated transform parameters in frame 1076, X: 55, Y: 16, S: 1, R: 0.0018
Exaggerated transform parameters in frame 1077, X: 50, Y: 13, S: 0.99, R: 0.01
Exaggerated transform parameters in frame 1078, X: 48, Y: 8.9, S: 0.98, R: 0.021
Measurement of stabilizing video number: 7 with name: Crowd/7.avi
Cropping ratio: 0.91
Distortion value: 0.91
Stability score: 0.95
X translation stability score: 1
Y translation stability score: 0.99
Rotation stability score: 0.95
Stabilizing video number: 8 with name: Crowd/8.avi
Exaggerated transform parameters in frame 262, X: 46, Y: 3.5, S: 0.97, R: -0.014
Exaggerated transform parameters in frame 263, X: 48, Y: 5.8, S: 0.97, R: -0.012
Exaggerated transform parameters in frame 264, X: 47, Y: 9, S: 0.96, R: -0.016
Exaggerated transform parameters in frame 265, X: 46, Y: 10, S: 0.96, R: -0.017
Exaggerated transform parameters in frame 294, X: -50, Y: -6, S: 0.95, R: 0.017
Exaggerated transform parameters in frame 295, X: -47, Y: -4.7, S: 0.94, R: 0.013
Exaggerated transform parameters in frame 296, X: -49, Y: -1.8, S: 0.94, R: 0.0062
Exaggerated transform parameters in frame 297, X: -47, Y: 1.2, S: 0.94, R: -0.00084
Exaggerated transform parameters in frame 334, X: -46, Y: 3.5, S: 0.98, R: 0.014
Exaggerated transform parameters in frame 335, X: -47, Y: 9.1, S: 0.98, R: 0.01
Exaggerated transform parameters in frame 338, X: -46, Y: 9.9, S: 0.97, R: 0.011
Exaggerated transform parameters in frame 340, X: -47, Y: 1.4, S: 0.97, R: 0.014
Exaggerated transform parameters in frame 341, X: -47, Y: -1.1, S: 0.98, R: 0.0067
Exaggerated transform parameters in frame 342, X: -49, Y: -3.1, S: 1, R: 0.00095
Exaggerated transform parameters in frame 362, X: -46, Y: -30, S: 1, R: 4.4e-07
Exaggerated transform parameters in frame 363, X: -46, Y: -31, S: 1, R: 3e-06
Exaggerated transform parameters in frame 402, X: 19, Y: 30, S: 0.99, R: -0.01
Exaggerated transform parameters in frame 477, X: -45, Y: 11, S: 1, R: 6.7e-08
Exaggerated transform parameters in frame 478, X: -53, Y: 11, S: 1, R: 2.2e-06
Exaggerated transform parameters in frame 479, X: -52, Y: 12, S: 0.99, R: -0.0063
Exaggerated transform parameters in frame 480, X: -50, Y: 11, S: 0.99, R: -0.012
Exaggerated transform parameters in frame 481, X: -52, Y: 8.2, S: 0.99, R: -0.016
Exaggerated transform parameters in frame 482, X: -51, Y: 9.2, S: 1, R: -0.024
Exaggerated transform parameters in frame 483, X: -49, Y: 12, S: 1, R: -0.031
Exaggerated transform parameters in frame 485, X: -45, Y: 12, S: 0.99, R: -0.011
Exaggerated transform parameters in frame 486, X: -48, Y: 14, S: 0.99, R: -0.017
Exaggerated transform parameters in frame 487, X: -47, Y: 16, S: 0.98, R: -0.028
Exaggerated transform parameters in frame 488, X: -47, Y: 15, S: 0.98, R: -0.033
Exaggerated transform parameters in frame 489, X: -45, Y: 15, S: 0.98, R: -0.037
Exaggerated transform parameters in frame 493, X: -45, Y: 15, S: 0.97, R: -0.013
Exaggerated transform parameters in frame 494, X: -49, Y: 16, S: 0.98, R: -0.0086
Exaggerated transform parameters in frame 495, X: -46, Y: 20, S: 0.97, R: -0.0065
Exaggerated transform parameters in frame 496, X: -45, Y: 22, S: 0.97, R: -0.0058
Exaggerated transform parameters in frame 498, X: -41, Y: 31, S: 0.96, R: -0.018
